village_name,school,hospital,park,retail
贾庄村委会,16,0,0,1
田家庄村委会,17,0,0,1
遇家村委会,1,1,0,1
金四村委会,4,1,0,1
双龙村民委员会,5,1,0,1
南张庄村委会,23,1,0,1
坦头村委会,6,2,0,1
薛庄村委会,14,2,0,1
大余村委会,5,3,0,1
嵇东村委会,3,5,0,1
毛店村委会,11,6,1,1
长白村委会,0,0,0,2
赵二街村委会,1,0,0,2
赵二街村委会,1,0,0,2
路家庄村委会,2,0,0,2
马家村委会,2,0,0,2
下营村委会,3,0,0,2
天星村村民委员会,6,0,0,2
茶园村村民委员会,3,1,0,2
江东村委会,3,1,0,2
后索泸村委会,19,1,0,2
前索泸村委会,20,1,0,2
马啸村委会,2,2,0,2
宋楼村委会,4,2,0,2
林后村民委员会,5,2,0,2
林后村民委员会,5,2,0,2
任庄村民委员会,5,2,0,2
魏营村民委员会,7,2,0,2
石门村村民委员会,7,2,0,2
里畈村委会,1,3,0,2
华溪村委会,2,3,0,2
万圣村委会,9,5,0,2
镇南村委会,9,5,0,2
曹店村村民委员会,2,6,0,2
莫家桥村委会,8,7,0,2
李家桥村委会,8,7,0,2
王郭村委会,2,0,1,2
王郭村委会,2,0,1,2
沙田村委会,11,0,1,2
溪口村委会,2,1,1,2
溪沿村委会,3,1,1,2
南溪村委会,8,1,1,2
周村村委会,8,1,1,2
龙上村委会,0,2,1,2
斯村村委会,2,2,1,2
沿浦村委会,9,3,1,2
海龙村委会,4,4,1,2
大田村委会,3,2,2,2
篁社村委会,8,2,2,2
西水磨村委会,0,0,0,3
会溪村委会,0,0,0,3
杜村社区居民委员会,2,0,0,3
南方村委会,8,0,0,3
赵菜园村民委员会,14,0,0,3
赵菜园村民委员会,14,0,0,3
尧村村委会,16,0,0,3
新西村委会,6,1,0,3
淞浦村委会,6,1,0,3
青塘村民委员会,7,1,0,3
乌石村民委员会,7,1,0,3
田庄村委会,7,1,0,3
北街村委会,12,1,0,3
董家庙村委会,15,1,0,3
姚村村委会,3,2,0,3
人民庄子村委会,4,2,0,3
张家村委会,5,2,0,3
方家村委会,6,2,0,3
五里村委会,7,2,0,3
溪东村委会,9,2,0,3
师东村委会,9,2,0,3
五洞闸村委会,9,2,0,3
前埠村委会,4,3,0,3
南楼村委会,4,3,0,3
三里村委会,6,3,0,3
东港村委会,7,5,0,3
东海村委会,7,5,0,3
楼下村委会,8,5,0,3
雷村村委会,3,6,0,3
高村村委会,4,0,1,3
三村村委会,8,1,1,3
西西村委会,10,2,1,3
平山社区,3,3,1,3
马桥村委会,13,5,1,3
上洋村委会,5,1,2,3
草坂村委会,3,2,2,3
上沈村委会,5,2,2,3
南村村委会,1,0,0,4
南村村委会,1,0,0,4
土湖村民委员会,4,0,0,4
桥背村民委员会,4,0,0,4
马河涯村委会,13,0,0,4
徐马寨村委会,21,0,0,4
仙女村村民委员会,4,1,0,4
周场村村民委员会,5,1,0,4
锦源村委会,2,2,0,4
新口村委会,2,2,0,4
新口村委会,2,2,0,4
巾山村委会,5,2,0,4
新村村委会,9,2,0,4
田海村委会,8,3,0,4
东赵庄村委会,8,3,0,4
杨洪村委会,3,4,0,4
坦埠村委会,5,4,0,4
南陈家村委会,7,4,0,4
田庙村民委员会,10,4,0,4
田寺村委会,10,4,0,4
岩滩村委会,15,4,0,4
陈平楼村委会,6,6,0,4
杨圩社区居委会,10,6,0,4
上坪村委会,15,6,0,4
陈老庄村委会,6,7,0,4
五星村委会,11,7,0,4
五姓村委会,11,7,0,4
五丰村委会,11,7,0,4
后村农村社区村委会,11,1,1,4
魏家屯村委会,16,1,1,4
赵祥屯村村委会,18,1,1,4
新安村委会,11,2,1,4
清塘村委会,3,3,1,4
北河村委会,13,10,1,4
椿树村委会,6,1,2,4
塘下村委会,10,2,2,4
陈家宅村委会,7,5,2,4
乔村村委会,5,0,0,5
厚埔村委会,7,0,0,5
厚埔村委会,7,0,0,5
靖安村村委会,4,1,0,5
榆树庄村民委员会,5,1,0,5
仙景村委会,6,1,0,5
箕子山村村委会,7,1,0,5
前花园村民委员会,8,1,0,5
后洪庙村委会,8,1,0,5
南曹庄村委会,8,1,0,5
西平村委会,9,1,0,5
肖张村委会,13,1,0,5
东地村村民委员会,17,1,0,5
西小留村委会,3,2,0,5
西小留村委会,3,2,0,5
板桥村委会,4,2,0,5
吴岙村委会,6,2,0,5
西街村委会,7,2,0,5
贾庄村民委员会,10,2,0,5
西坪村委会,19,2,0,5
大兴庄村委会,7,3,0,5
高屯村委会,10,3,0,5
牛庄村委会,11,3,0,5
余庄村委会,5,4,0,5
葛庄村委会,6,4,0,5
东村委会,15,5,0,5
菜园李村民委员会,13,6,0,5
桑寨村村民委员会,17,7,0,5
东湖村委会,3,2,1,5
灶坑村委会,14,2,1,5
玉屏村委会,6,3,1,5
田庄村委会,9,5,1,5
下水门村委会,10,6,1,5
闫楼村民委员会,14,7,1,5
闫楼村民委员会,14,7,1,5
林前村委会,14,1,5,5
横溪河村村民委员会,0,0,0,6
骆坪村委会,6,0,0,6
脊江村委会,6,0,0,6
新村村委会,7,0,0,6
张佩环村委会,7,0,0,6
南北李村委会,7,0,0,6
华李社区村民委员会,8,0,0,6
曲张社区村民委员会,8,0,0,6
李龙吴村委会,10,0,0,6
凤凰村委会,10,0,0,6
石牌村委会,11,0,0,6
南门村委会,28,0,0,6
李龙吴村委会,6,1,0,6
东黄海村民委员会,8,1,0,6
尚庄村委会,8,1,0,6
河南留善寺村委会,9,1,0,6
西寨村村民委员会,13,1,0,6
杨庄村民委员会,11,2,0,6
盐厂寨村委会,12,2,0,6
南张里村委会,12,2,0,6
盐厂寨村委会,12,2,0,6
南张里村委会,12,2,0,6
黄厝尾村委会,18,2,0,6
内畔村委会,18,2,0,6
霞露村委会,18,2,0,6
向寨村民委员会,16,3,0,6
河口村,21,3,0,6
霞关村委会,5,4,0,6
郝庄村委会,15,4,0,6
坝头寺村民委员会,8,5,0,6
下宅张村委会,22,5,0,6
颜厝村委会,26,5,0,6
李庄村委会,26,5,0,6
新龙村委会,11,6,0,6
官渎社区,10,2,1,6
尤俊村委会,13,2,1,6
向巷村村民委员会,10,3,1,6
新都村委会,4,4,1,6
山前村委会,10,6,1,6
左溪村委会,8,0,0,7
归仁村委会,10,0,0,7
王义寨村委会,12,0,0,7
南肖家村委会,6,1,0,7
李胡同村委会,9,1,0,7
侯楼村委会,9,1,0,7
大集北街村民委员会,10,1,0,7
河渠村委会,19,1,0,7
白氏坪村委会,4,2,0,7
草舍村委会,5,2,0,7
凤鸣村委会,10,2,0,7
凤鸣村委会,10,2,0,7
杨庄村民委员会,11,2,0,7
小奈村委会,14,2,0,7
临河店村委会,15,3,0,7
乐平村委会,3,4,0,7
姚楼村民委员会,7,4,0,7
东渡村村民委员会,8,4,0,7
北魏村委会,12,4,0,7
权楼村民委员会,6,5,0,7
亭头村委会,23,5,0,7
下陈岙村委会,23,6,0,7
岳村村委会,9,8,0,7
硕联村委会,13,1,1,7
灶美村委会,18,2,1,7
翰卿村委会,18,2,1,7
建设村委会,18,2,1,7
新楼村委会,14,3,1,7
东正村委会,7,0,2,7
花园村委会,7,0,2,7
吕匣村村委会,6,1,2,7
外沙村村委会,10,3,2,7
上东廓村委会,6,3,6,7
上东廓村委会,6,3,6,7
溪南村委会,1,0,0,8
溪南村委会,1,0,0,8
西队村委会,8,0,0,8
西队村委会,8,0,0,8
王庄村委会,11,0,0,8
陶家屯村委会,23,0,0,8
王家庄村委会,15,1,0,8
林内村委会,17,1,0,8
利角村委会,17,1,0,8
东埭村委会,17,1,0,8
华堤村委会,17,1,0,8
西洪村委会,17,1,0,8
下坂村委会,17,1,0,8
锦墩村委会,17,1,0,8
张家桥村村民委员会,8,2,0,8
五通庙村村民委员会,9,2,0,8
龙泉堂村村民委员会,9,2,0,8
潘铺村委会,9,2,0,8
董家庄村委会,18,2,0,8
杨周天村委会,18,2,0,8
大广安村委会,19,2,0,8
刘辛庄村委会,19,2,0,8
西底阁村委会,24,2,0,8
西王门庄村委会,24,2,0,8
东王门庄村委会,24,2,0,8
贾家屯村委会,27,2,0,8
段二村委会,30,2,0,8
段一村委会,31,2,0,8
后和生村委会,34,2,0,8
青杨寨村委会,37,2,0,8
雪村村委会,9,3,0,8
大王庄村委会,9,3,0,8
下湾村委会,8,4,0,8
东街村委会,14,4,0,8
王门村委会,9,5,0,8
姚付庄村委会,12,5,0,8
油房村委会,20,6,0,8
岳村村委会,9,8,0,8
尚宅村委会,9,1,1,8
硕联村委会,13,1,1,8
占梨村委会,14,1,1,8
占梨村委会,14,1,1,8
建设村委会,18,2,1,8
柏墩村委会,7,5,1,8
上沙村委会,15,5,1,8
石马头村委会,13,7,1,8
里坂村委会,11,11,1,8
潘韩村委会,12,11,1,8
江龙村委会,12,11,1,8
雅致村委会,13,11,1,8
沙岗村委会,2,3,2,8
五星村委会,13,6,2,8
溪北村委会,21,3,3,8
兰田村委会,18,1,4,8
王村村委会,13,0,0,9
唐刘村委会,7,1,0,9
新北峰村委会,13,1,0,9
洋坂村委会,17,1,0,9
蒲山村委会,17,1,0,9
同心桥村村民委员会,23,1,0,9
万福集村委会,7,2,0,9
玉皇阁村委会,10,2,0,9
陈家坊村委会,14,2,0,9
李和生村委会,30,2,0,9
段四村委会,31,2,0,9
和生店村委会,34,2,0,9
夏庄村民委员会,5,3,0,9
夏庄村民委员会,5,3,0,9
李庄村民委员会,5,3,0,9
郭王只堡村委会,18,3,0,9
郑周天村委会,21,3,0,9
孔河涯村委会,6,4,0,9
姜樊村村民委员会,8,4,0,9
石帆村村委会,10,4,0,9
黄务洋村委会,24,4,0,9
宝珠口村委会,12,5,0,9
段末营村委会,15,6,0,9
太湖居委会,9,7,0,9
西岑村委会,13,7,0,9
苏孟村委会,9,8,0,9
王桃园村委会,16,0,1,9
后江村委会,30,0,1,9
南坑村民委员会,6,1,1,9
红卫村民委员会,6,1,1,9
立碑村委会,13,1,1,9
石洪村委会,14,1,1,9
兰田村委会,14,1,1,9
鹤厅村委会,18,1,1,9
王维屯村委会,16,2,1,9
桂芳桥村委会,6,4,1,9
王圩村委会,8,4,1,9
凤都村委会,10,4,1,9
彭公村委会,10,4,1,9
苗庄村民委员会,12,4,1,9
苗庄村民委员会,13,4,1,9
炉中村委会,18,4,1,9
金建村委会,11,1,2,9
温山村委会,18,6,2,9
崔寨社区村民委员会,10,7,2,9
夏村村委会,26,11,5,9
南四十铺村委会,7,0,0,10
尹屯村委会,8,0,0,10
泥沟村委会,19,0,0,10
泥沟村委会,19,0,0,10
七一村村委会,5,1,0,10
新村村委会,8,1,0,10
石桥村村委会,10,1,0,10
西堑里村委会,13,1,0,10
南龙化村委会,15,1,0,10
北龙化村委会,16,1,0,10
西龙化村委会,16,1,0,10
桥东村村委会,16,1,0,10
东溪村村委会,16,1,0,10
边家庄村委会,18,1,0,10
吴村村委会,3,2,0,10
大张村委会,7,2,0,10
十八行村委会,12,2,0,10
赵牛村村委会,13,2,0,10
崔村村委会,19,2,0,10
艾村村委会,22,2,0,10
东紫冢村委会,24,2,0,10
北陈村委会,29,2,0,10
鲁义寨村委会,33,2,0,10
北楼村委会,4,3,0,10
陈良村委会,10,3,0,10
白湖村委会,6,4,0,10
刘孟村村民委员会,20,4,0,10
谭楼村委会,8,5,0,10
胡楼村委会,8,5,0,10
秦楼村委会,11,5,0,10
西安香村委会,20,5,0,10
二道河村委会,14,6,0,10
大元村委会,12,7,0,10
鲁楼村委会,17,7,0,10
后林村委会,22,7,0,10
前营村委会,12,10,0,10
怀北庄村委会,13,1,1,10
云白常村委会,14,1,1,10
北芹村委会,9,3,1,10
大庄村委会,12,4,1,10
谢洋村委会,12,4,1,10
谢洋村委会,12,4,1,10
渭泉村委会,25,4,1,10
龚店村民委员会,11,1,2,10
堰东村委会,19,4,2,10
大河村委会,4,5,3,10
阮家埠村委会,20,12,3,10
西村村民委员会,26,2,5,10
里宅村委会,14,6,5,10
夏村村委会,28,11,5,10
四十铺村委会,7,0,0,11
南吴村委会,8,0,0,11
舜岸村委会,13,0,0,11
路景村村委会,16,0,0,11
东小留村委会,16,0,0,11
南大街村村委会,11,1,0,11
王庄村委会,12,1,0,11
小街村委会,23,1,0,11
北刘佐村委会,8,2,0,11
南七里口村委会,26,2,0,11
赵都水村村委会,26,2,0,11
后高庄村委会,27,2,0,11
郝尚营村委会,32,2,0,11
大张庄村委会,32,2,0,11
田家集村委会,33,2,0,11
广山村委会,5,3,0,11
窝北村委会,10,3,0,11
刘台村委会,17,4,0,11
平湖村村民委员会,6,5,0,11
新上塘村委会,8,5,0,11
陈楼村委会,12,5,0,11
南钱清村委会,13,5,0,11
中口村委会,14,5,0,11
东安香村委会,21,5,0,11
北响口村委会,10,6,0,11
高韦庄村民委员会,18,8,0,11
赵家寨村委会,26,2,1,11
秋江村委会,20,3,1,11
秋江村委会,21,3,1,11
士林村委会,13,16,1,11
王集社区村民委员会,10,7,2,11
北良村委会,34,2,3,11
顺中村委会,19,5,3,11
上柏村委会,7,7,3,11
桥内村委会,7,7,3,11
西杨龙社区,25,11,4,11
贵安村委会,20,4,5,11
丰北村委会,14,7,9,11
苎东村委会,15,7,9,11
胡士庄寨村委会,15,0,0,12
东小留村委会,16,0,0,12
龙堂村委会,6,1,0,12
东羊平村村委会,11,1,0,12
东羊平村村委会,11,1,0,12
黄楼村民委员会,6,2,0,12
黄楼村民委员会,6,2,0,12
潮塘村委会,10,2,0,12
孙方村委会,10,2,0,12
毛三斢村委会,10,2,0,12
破山村委会,10,2,0,12
腰塘村委会,10,2,0,12
石堰村委会,10,2,0,12
埋马村委会,10,2,0,12
秦堰村委会,10,2,0,12
宏兴村委会,10,2,0,12
沧北村委会,10,2,0,12
城中村委会,10,2,0,12
怡园村委会,10,2,0,12
新界村委会,10,2,0,12
五姓村委会,10,2,0,12
上剑山村委会,10,2,0,12
宜青桥村委会,10,2,0,12
云城村委会,10,2,0,12
林里村委会,12,2,0,12
孟仲峰村委会,16,2,0,12
陈庄村委会,23,2,0,12
董固村委会,25,2,0,12
赵家营村委会,30,2,0,12
候城村委会,14,3,0,12
湖中村委会,20,3,0,12
湖中村委会,20,3,0,12
徐周天村委会,23,3,0,12
新溪新村委会,4,6,0,12
袁白庄村民委员会,13,7,0,12
三藏寺村村民委员会,14,7,0,12
东山村委会,15,7,0,12
鲁谢庄村委会,21,7,0,12
莲花村民委员会,9,2,1,12
上拨剑村委会,21,3,1,12
周云村委会,7,4,1,12
塘边村委会,21,5,1,12
上洋村委会,13,7,1,12
北良村委会,34,2,3,12
海滩村委会,19,5,3,12
前白虎涧村委会,15,14,5,12
前白虎涧村委会,15,14,5,12
胡士庄寨村委会,15,0,0,13
周头村委会,16,0,0,13
周头村委会,16,0,0,13
胜利村村委会,8,1,0,13
北马庄村委会,12,1,0,13
孟庄村民委员会,12,1,0,13
涂洋村委会,14,1,0,13
曹店村村民委员会,14,1,0,13
大人村委会,16,1,0,13
新新村委会,10,2,0,13
新界村委会,10,2,0,13
东营村委会,10,2,0,13
伍梅村委会,10,2,0,13
四塘南村委会,10,2,0,13
东山头村委会,10,2,0,13
桥一村委会,10,2,0,13
浦沿村委会,10,2,0,13
东畈村委会,10,2,0,13
埋马村委会,10,2,0,13
傅家路村委会,10,2,0,13
沧田村委会,10,2,0,13
后晁楼村委会,15,2,0,13
大河村委会,15,2,0,13
阎店楼村委会,17,2,0,13
阎店楼村委会,17,2,0,13
聂庄村委会,18,2,0,13
南慈达村委会,37,2,0,13
松坑村委会,8,3,0,13
王营村委会,9,3,0,13
韩高庄村委会,9,3,0,13
候城村委会,14,3,0,13
周庄村委会,16,3,0,13
杭垓村委会,8,4,0,13
花王楼村民委员会,11,4,0,13
西乾泊村委会,19,4,0,13
徐寨村民委员会,7,5,0,13
曹楼村民委员会,11,5,0,13
胜利村委会,16,5,0,13
东方红村村民委员会,14,6,0,13
侯庙村民委员会,14,6,0,13
高集村民委员会,14,6,0,13
杨双庙村委会,17,6,0,13
河门头村民委员会,19,6,0,13
东庄村村民委员会,9,8,0,13
石埠村委会,33,8,0,13
湖塘村委会,33,9,0,13
田庄村民委员会,16,10,0,13
花园村委会,9,2,1,13
新前塘村委会,8,3,1,13
走马岗村委会,8,4,1,13
五里庄村委会,28,4,1,13
河南村村民委员会,11,0,2,13
海滩村委会,19,5,3,13
赐绯庙村委会,18,9,4,13
薛庄社区村民委员会,9,0,6,13
付家村委会,8,1,0,14
罗村村民委员会,11,1,0,14
泮沥村民委员会,11,1,0,14
冯家村村委会,11,1,0,14
韩村二分村村委会,11,1,0,14
后刘市村委会,11,1,0,14
涂洋村委会,14,1,0,14
朱王庄村民委员会,15,1,0,14
朱王庄村民委员会,15,1,0,14
中张庄村民委员会,15,1,0,14
东甄庄村委会,19,1,0,14
巩家洼村委会,25,1,0,14
屯尚村委会,26,1,0,14
屯尚村委会,26,1,0,14
李家营村委会,31,1,0,14
田庄村委会,32,1,0,14
袁庄村委会,8,2,0,14
丈子头村委会,10,2,0,14
株木潭村委会,12,2,0,14
留章村委会,29,2,0,14
范家寨村委会,33,2,0,14
马集村委会,13,3,0,14
岩店村委会,16,3,0,14
方庙村委会,16,3,0,14
庙上村委会,20,3,0,14
后堤村村民委员会,22,3,0,14
南张村村委会,42,3,0,14
梁南村民委员会,13,4,0,14
梁南村民委员会,13,4,0,14
舜城村委会,21,4,0,14
牌门陈村委会,26,4,0,14
东姚庄村委会,11,6,0,14
高集村民委员会,12,6,0,14
杏花村村民委员会,12,6,0,14
杏花村村民委员会,14,6,0,14
大赵庄村民委员会,17,6,0,14
杨双庙村委会,17,6,0,14
统里村委会,4,7,0,14
小裴城村村民委员会,13,7,0,14
宋庄村委会,19,7,0,14
邢庄村民委员会,20,7,0,14
弈园村委会,16,8,0,14
龙河村委会,10,10,0,14
花园村委会,10,2,1,14
东曹村委会,19,4,1,14
东曹村委会,19,4,1,14
南石山村村民委员会,24,2,2,14
紫荆村委会,19,6,2,14
草堂村民委员会,17,1,4,14
车渡村委会,10,2,5,14
芝村村村委会,17,0,0,15
陆村村委会,16,1,0,15
齐官屯村村委会,16,1,0,15
清明寺村委会,5,2,0,15
葛村村委会,7,2,0,15
杨家头村委会,34,2,0,15
红庙狼冢村委会,36,2,0,15
陈楼寨村委会,16,3,0,15
陈楼寨村委会,16,3,0,15
武邱村委会,18,3,0,15
武邱村委会,18,3,0,15
北辛庄村委会,30,4,0,15
北辛庄村委会,30,4,0,15
王堂村民委员会,19,7,0,15
宋庄村委会,20,7,0,15
王堂村民委员会,20,7,0,15
三丁村村民委员会,19,8,0,15
李圩村委会,11,10,0,15
罗家坡村委会,18,11,0,15
南王庄村委会,17,12,0,15
文卿村委会,11,2,1,15
友谊村委会,10,3,1,15
霍庄村委会,10,3,1,15
杨家社区村民委员会,13,4,1,15
申家村委会,13,4,1,15
永越村村委会,8,7,1,15
堡上村民委员会,29,2,2,15
红旗村委会,21,1,0,16
赵金村委会,20,2,0,16
留章村委会,30,2,0,16
王庄村委会,8,4,0,16
青山村委会,9,4,0,16
大力集村委会,14,4,0,16
薛扶集村民委员会,15,4,0,16
陈家庄村委会,20,4,0,16
陈家庄村委会,20,4,0,16
消泾村委会,10,5,0,16
袁白庄村民委员会,13,5,0,16
方埠村村委会,13,5,0,16
相家庄村委会,15,5,0,16
相家庄村委会,15,5,0,16
西杨家庄村委会,12,6,0,16
朗树前村委会,25,6,0,16
东赵寨村委会,20,7,0,16
罗营村民委员会,23,8,0,16
李圩村委会,11,10,0,16
上宅村委会,29,12,0,16
东横上宅村委会,29,12,0,16
凌东村委会,15,13,0,16
朱开村委会,15,13,0,16
南北庄村委会,7,3,1,16
下店村委会,25,5,1,16
毛集村委会,16,8,1,16
罗溪村委会,25,8,1,16
古城营村委会,12,1,2,16
花园村村委会,13,3,2,16
多年山村委会,33,2,4,16
玉联村委会,34,3,4,16
玉联村委会,35,3,4,16
田村村委会,14,1,0,17
田村村委会,14,1,0,17
澄村委会,13,2,0,17
田垓村委会,15,2,0,17
南赵楼村委会,15,2,0,17
冯杨村委会,16,2,0,17
王喇村委会,6,3,0,17
龙虎湾村,14,3,0,17
王庄砦村委会,17,3,0,17
总十庄村委会,21,3,0,17
新堂村委会,23,3,0,17
新堂村委会,23,3,0,17
崔家庄村委会,24,3,0,17
东南村委会,14,4,0,17
冀庄村委会,14,4,0,17
潘付刘村村民委员会,22,4,0,17
后林村民委员会,16,5,0,17
兴龙村委会,6,6,0,17
岳庄村委会,8,6,0,17
古井村委会,13,6,0,17
王杨庄村委会,13,6,0,17
玉皇庙村委会,17,6,0,17
西郭村委会,20,7,0,17
王许庄村委会,41,10,0,17
八里桥村民委员会,45,10,0,17
任庄村委会,15,4,1,17
宋口村委会,15,4,1,17
十二都村委会,21,4,1,17
大岭村委会,18,5,1,17
北东郭村村委会,35,5,1,17
北东郭村村委会,35,5,1,17
双碓村委会,13,6,1,17
南仓村委会,34,0,2,17
双庙李村委会,25,3,2,17
老冀庄村委会,25,3,2,17
韩庄村委会,26,3,2,17
和尚杨村委会,26,3,2,17
湖田村委会,19,5,2,17
大孟村委会,26,8,2,17
西王排村委会,19,3,3,17
多年山村委会,33,2,4,17
溪沿村委会,22,9,4,17
光明村委会,32,5,13,17
乌石村委会,22,0,0,18
霞溪村委会,23,0,0,18
望鲁集村委会,15,1,0,18
袁庄村委会,16,1,0,18
八里河村委会,17,1,0,18
金柳村村委会,21,1,0,18
刁孟庄村委会,14,2,0,18
陈庄村委会,17,2,0,18
岸下村村委会,34,2,0,18
岸下村村委会,36,2,0,18
南宫井村村委会,14,3,0,18
总十庄村委会,21,3,0,18
宋都水村委会,34,3,0,18
马庄村委会,21,4,0,18
马庄村委会,21,4,0,18
李家庵村委会,10,5,0,18
隆华店村民委员会,21,5,0,18
仵楼村委会,21,5,0,18
隆华店村民委员会,21,5,0,18
仵楼村委会,21,5,0,18
滨海村委会,11,6,0,18
东大居委会,13,6,0,18
鲍庄村委会,15,6,0,18
鱼山村委会,30,6,0,18
徐厂村委会,9,7,0,18
李樊庄村委会,21,7,0,18
王桥村委会,19,8,0,18
顾庄村委会,18,12,0,18
薛埠村委会,15,4,1,18
柴楼村委会,35,0,2,18
新城村委会,36,0,2,18
岔房子村委会,36,0,2,18
大起村委会,11,2,2,18
大桥村委会,25,9,2,18
下汤村委会,5,6,3,18
塘里村委会,14,4,4,18
春江村村委会,10,9,4,18
南峰村委会,24,9,4,18
汾水村委会,39,3,5,18
文庄村民委员会,15,1,0,19
万庄村委会,16,1,0,19
万庄村委会,17,1,0,19
环水村村委会,28,1,0,19
大沙埂村委会,11,2,0,19
赵寨村民委员会,25,2,0,19
赵寨村民委员会,25,2,0,19
圈头村委会,25,2,0,19
东张楼村委会,12,3,0,19
鹿堂村委会,12,3,0,19
何庄村委会,21,3,0,19
尚庄社区村民委员会,24,3,0,19
灰埠村委会,26,3,0,19
张辛店村委会,31,3,0,19
灵一村委会,18,4,0,19
南北李村委会,20,4,0,19
刘家口村委会,20,4,0,19
李胡同村委会,23,4,0,19
家斜李村委会,19,5,0,19
马于村委会,22,5,0,19
培斜村委会,23,5,0,19
培斜村委会,23,5,0,19
冯胡同村委会,16,6,0,19
康家务村委会,17,7,0,19
王集社区村民委员会,19,8,0,19
姜城社区村民委员会,19,8,0,19
后村村委会,24,8,0,19
梨园村委会,15,9,0,19
西侯楼村委会,17,9,0,19
许宅村委会,22,9,0,19
官杨社区居委会,19,11,0,19
赵赵村委会,11,2,1,19
东关村委会,10,4,1,19
南芹村委会,16,4,1,19
云篆山村村委会,18,2,2,19
田中村委会,12,4,3,19
莲云村委会,12,4,3,19
陈家屯村委会,15,1,4,19
汾水村委会,41,3,5,19
钟峰村委会,22,0,0,20
营里村委会,24,2,0,20
后辛庄村委会,10,3,0,20
北盐厂村委会,10,3,0,20
南张楼村民委员会,14,3,0,20
菜园村委会,14,4,0,20
冯庄村委会,14,4,0,20
联合村委会,18,4,0,20
南周章村委会,33,4,0,20
伟庄村委会,15,5,0,20
马于村委会,22,5,0,20
赵庄村委会,22,5,0,20
赵庄村委会,22,5,0,20
靳家堡村委会,11,6,0,20
前张口村委会,12,6,0,20
高阳村委会,14,6,0,20
田付村村委会,28,6,0,20
大黄徐村委会,37,6,0,20
七井社区居委会,17,20,0,20
郑家庄村委会,22,1,1,20
西翟村委会,30,3,1,20
高南村委会,30,3,1,20
白水湾村委会,7,4,1,20
基隆村委会,20,6,1,20
埭下村委会,23,6,1,20
朱集社区居委会,12,9,1,20
象岗村委会,30,1,2,20
象岗村委会,30,1,2,20
红旗村委会,24,2,2,20
中桥村村委会,10,4,2,20
邹塘村委会,26,4,2,20
曹北村委会,18,5,2,20
东朱村委会,23,12,2,20
象塘夏楼村委会,23,5,3,20
安城村委会,13,7,3,20
筠岗村委会,11,9,3,20
坪埔村委会,36,3,4,20
坪埔村委会,36,3,4,20
方桥村委会,14,7,7,20
王圈村委会,27,11,12,20
傅桥村委会,28,11,12,20
黄庄村民委员会,31,1,0,21
牛集村委会,13,2,0,21
土桥村村民委员会,14,2,0,21
西大街村委会,14,2,0,21
段三村委会,24,2,0,21
高三洲村委会,24,2,0,21
渚汀社区村委会,27,2,0,21
前浊南村委会,41,2,0,21
前常二庄村委会,9,3,0,21
李庄社区村民委员会,15,3,0,21
曲张社区村民委员会,15,3,0,21
关家村委会,15,3,0,21
李庄社区村民委员会,15,3,0,21
田油坊村民委员会,16,3,0,21
田油坊村民委员会,17,3,0,21
沙墩村委会,26,3,0,21
温东村委会,33,3,0,21
紫草坞村委会,11,4,0,21
